,loss,val_loss,learning_rate
0,0.4268839955329895,0.5793488621711731,0.0010000000474974513
1,0.21266403794288635,0.24471639096736908,0.0010000000474974513
2,0.14313995838165283,0.293550044298172,0.0010000000474974513
3,0.1357177346944809,0.13592827320098877,0.0010000000474974513
4,0.09204644709825516,0.24343779683113098,0.0010000000474974513
5,0.07274895906448364,0.19525638222694397,0.0010000000474974513
6,0.06890685856342316,0.18208074569702148,0.0010000000474974513
7,0.07400915026664734,0.0965256541967392,0.0010000000474974513
8,0.08403030782938004,0.19777292013168335,0.0010000000474974513
9,0.06398292630910873,0.0990041196346283,0.0010000000474974513
10,0.05956927314400673,0.09676510095596313,0.0010000000474974513
11,0.04931041598320007,0.1706082969903946,0.0010000000474974513
12,0.06260715425014496,0.09944726526737213,0.0010000000474974513
13,0.05637211352586746,0.10494201630353928,0.0010000000474974513
14,0.049593620002269745,0.16508276760578156,0.0010000000474974513
15,0.04563587158918381,0.09710810333490372,0.0010000000474974513
16,0.04591457173228264,0.10410630702972412,0.0010000000474974513
17,0.044843584299087524,0.1383448839187622,0.0010000000474974513
